murcko_scaffold,spectra,unique_targets,exact_top10,tanimoto_top10,mist_tanimoto,chem_class,example_smiles
O=C(Nc1ccc(CN2CCNCC2)cc1)c1cccc(Oc2ccnc3[nH]ccc23)c1,16,1,0.5625,0.8920104559510946,0.7115638963878155,aromatic_rich_polycycle,CCN1CCN(CC1)CC2=C(C=C(C=C2)NC(=O)C3=CC(=C(C=C3)C)OC4=C5C=CNC5=NC=C4)C(F)(F)F
C(=NCc1ccccc1)c1cccc2ccc(-c3ccc4cccc(C=NCc5ccccc5)c4c3)cc12,15,1,0.0,0.35086854894955954,0.5254476467768351,aromatic_rich_polycycle,CC1=CC2=C(C(=C(C(=C2C(C)C)O)O)C=NC(C)C3=CC=CC=C3)C(=C1C4=C(C5=C(C=C4C)C(=C(C(=C5C=NC(C)C6=CC=CC=C6)O)O)C(C)C)O)O
O=C(CCCN1CCCC(C(c2ccccc2)c2ccccc2)C1)c1ccccc1,15,1,0.0,0.49726313054561616,0.5406169255574544,other_midsize,CC(C)(C1=CC=C(C=C1)C(=O)CCCN2CCCC(C2)C(C3=CC=CC=C3)(C4=CC=CC=C4)O)C(=O)O
O=C(NCC(=O)N1CCCC1C(=O)Nc1ccccc1)c1ccccc1,15,1,0.0,0.28021624386310573,0.33026635050773623,other_midsize,CC(C)C(C(=O)N1CCCC1C(=O)NC2=C(C=CC=C2O)C(=O)O)NC(=O)C3=CC=C(C=C3)O
O=C(Nn1ccc2ccccc21)c1cnc(-c2ccccn2)nc1,15,1,0.0,0.30836186508337654,0.3829854319492976,aromatic_rich_polycycle,CC1=CN(C2=C1C=C(C=C2)F)NC(=O)C3=CN=C(N=C3C)C4=CC=CC=N4
O=C1CCc2ccccc2C2CCCCN12,15,1,0.0,0.22870079378286995,0.32827747861544293,other_midsize,CC(C)C(C(=O)NC1CC2=CC=CC=C2C3CCCC(N3C1=O)C(=O)O)SC(=O)C
O=C(CC(=O)N1CCn2cnnc2C1)Cc1ccccc1,15,1,0.06666666666666667,0.403868567943573,0.388530636827151,small_heteroaromatic,C1CN2C(=NN=C2C(F)(F)F)CN1C(=O)CC(=O)CC3=CC(=C(C=C3F)F)F
O=C1CC(=O)N(c2ccccc2)N1c1ccccc1,15,1,0.06666666666666667,0.34645931820074716,0.42505906224250795,other_midsize,CCCCC1(C(=O)N(N(C1=O)C2=CC=CC=C2)C3=CC=CC=C3)COC(=O)CCC(=O)O
O=C1CC(c2ccc3c(c2)OCC(c2ccccc2)O3)Oc2ccccc21,15,2,0.06666666666666667,0.5929568578799566,0.6517155657211939,aromatic_rich_polycycle,COC1=C(C=CC(=C1)C2C(OC3=C(O2)C=CC(=C3)C4C(C(=O)C5=C(C=C(C=C5O4)O)O)O)CO)O
O=C1N(S(=O)(=O)c2ccccc2)c2ccccc2C1(c1ccccc1)N1CCCC1,15,1,0.06666666666666667,0.8349633574485779,0.9712803880373636,aromatic_rich_polycycle,CN(C)C(=O)C1CC(CN1C2(C3=C(C=CC(=C3)Cl)N(C2=O)S(=O)(=O)C4=C(C=C(C=C4)OC)OC)C5=CC=CC=C5OC)O
O=C(c1ccc(C#Cc2ccccc2)o1)N1CCC(c2ccccc2)CC1,15,1,0.3333333333333333,0.6513392557700475,0.6048540731271108,aromatic_rich_polycycle,C1CN(CCC1C2=CC=CC(=C2)CN)C(=O)C3=CC=C(O3)C#CC4=CC=CC=C4F
O=c1c(OS(=O)(=O)c2ccccc2)c(-c2ccccc2)oc2ccccc12,15,3,0.4,0.805071226755778,0.7838988820711772,aromatic_rich_polycycle,CCOC1=CC=C(C=C1)C2=C(C(=O)C3=CC=CC=C3O2)OS(=O)(=O)C4=CC=C(C=C4)Cl
O=S(=O)(NC1CCCC1)c1ccc(Oc2ccccc2)cc1,15,1,0.4666666666666667,0.7427728970845541,0.8165811061859131,other_midsize,C1CCC(C1)(C(=O)NO)N(CCC(=O)O)S(=O)(=O)C2=CC=C(C=C2)OC3=CC=C(C=C3)F
O=C(Nc1nn[nH]n1)c1cc2ccccc2s1,15,1,0.6666666666666666,0.8812100013097127,0.8547866900761922,aromatic_rich_polycycle,CC(C)OC1=C(SC2=C1C=C(C=C2)OC)C(=O)NC3=NNN=N3
O=c1c2ccccc2nc(CNc2ncnc3nc[nH]c23)n1-c1ccccc1,15,3,0.6666666666666666,0.855984224875768,0.843965228398641,aromatic_rich_polycycle,CC1=C2C(=CC=C1)N=C(N(C2=O)C3=CC=CC=C3C)[C@H](C)NC4=NC(=NC5=C4NC=N5)N
c1ccc(-c2cccc(-c3nc[nH]n3)c2)cc1,15,1,0.6666666666666666,0.8047622362772624,0.7277249316374461,aromatic_rich_polycycle,C1=CC(=CC(=C1)C2=NNC(=N2)C(=O)N)C3=C(C=CC(=C3)F)OCC(C(F)(F)F)(F)F
c1ccc(-c2cc[nH]n2)cc1,15,2,0.8,0.8920960068702698,0.896868438522021,small_heteroaromatic,CCOC(=O)COC1=C(C=C(C(=C1)C2=NN(C(=C2Cl)OC(F)F)C)F)Cl
O=C(NC1CCN(C2CC2)CC1)c1nc2ccccc2n1Cc1cc(-c2cccs2)on1,15,1,0.8666666666666667,0.9438239435354868,0.8564736704031627,other_midsize,C1CC1N2CCC(CC2)NC(=O)C3=NC4=C(N3CC5=NOC(=C5)C6=CC=C(S6)Cl)C=CC(=C4)C(=O)O
c1ccc(-c2nn[nH]n2)c(-c2ccc(Cn3cnc4cccnc43)cc2)c1,15,1,0.8666666666666667,0.9311688303947449,0.815113099416097,aromatic_rich_polycycle,CCCCC1=NC2=C(N1CC3=CC=C(C=C3)C4=CC=CC=C4C5=NNN=N5)N=CC=C2
O=C(NS(=O)(=O)/C=C/c1ccccc1)c1ccccc1,15,1,1.0,1.0,0.8251391013463338,small_heteroaromatic,C1=CC=C(C=C1)/C=C/S(=O)(=O)NC(=O)C2=C(C=C(C=C2)F)Cl
S=[PH](Oc1ccccc1)c1ccccc1,15,2,1.0,1.0,0.9836257259051006,small_heteroaromatic,CCOP(=S)(C1=CC=CC=C1)OC2=CC=C(C=C2)[N+](=O)[O-]
C(=CSSC=CNCc1cncnc1)NCc1cncnc1,14,1,0.0,0.651017040014267,0.8778848946094513,other_midsize,CC1=NC=C(C(=N1)N)CN(C=O)C(=C(CCO)SSC(=C(C)N(CC2=CN=C(N=C2N)C)C=O)CCO)C
O=C1C=C2C=COC=C2CC1,14,3,0.0,0.2629484805677618,0.4035752820117133,other_midsize,CC(CCO)/C=C(\C)/C=C/C1=CC2=CC(=O)C(C(C2=CO1)O)(C)O
O=C1C=C2C=COCC2CC1,14,3,0.0,0.2644959571106093,0.38697835164410727,glycoside_or_sugar_rich,CCC(C)C(C(C)(/C=C/C1=CC2=CC(=O)C(C(C2CO1)O)(C)O)O)O
O=C1C=CC2CCCC(Cc3ccccc3)=C2O1,14,7,0.0,0.2269298306533268,0.29849474025624134,other_midsize,CC(C)CC(=O)C1=C(C2(CC(C(C(=C2OC1=O)C(CC(=O)OC)C3=CC=CC=C3)(C)C)CC=C(C)C)CC=C(C)C)O
O=C1C=Cc2cc(SC3CCCCO3)c(SC3CCCCO3)cc2C1=O,14,1,0.0,0.47208080866507124,0.4697671096239771,glycoside_or_sugar_rich,CC1=C(C2=C(C(=C(C(=C2O)SC3C(C(C(C(O3)CO)O)O)O)SC4C(C(C(C(O4)CO)O)O)O)O)C(=O)C1=O)O
O=c1[nH]cnc2c1nc(Nc1ccc3c(n1)[nH]c1ccccc13)n2C1CCCO1,14,1,0.0,0.30609243150268284,0.4178686205829893,aromatic_rich_polycycle,C1C(C(OC1N2C3=C(C(=O)NC(=N3)N)N=C2NC4=NC5=C(C=C4)C6=CC=CC=C6N5)CO)O
O=c1cc(CN2CCN(Cc3coc(-c4ccccc4)n3)CC2)c2ccccc2o1,14,5,0.0,0.5270254473601069,0.5277506144983428,other_midsize,CCOC1=CC2=C(C=C1)OC(=O)C=C2CN3CCN(CC3)CC4=C(OC(=N4)C5=CC=CC=C5OC)C
O=C1C=CCC(CC2CCC3C2CCC2C4CCC(OC5CCCC(COC6CCCCO6)O5)CC4=CCC23)O1,14,3,0.14285714285714285,0.7657688153641564,0.7200777253934315,glycoside_or_sugar_rich,CC1=C(C(=O)OC(C1)C(C)C2CCC3C2(CCC4C3CC=C5C4(C(CC(C5)OC6C(C(C(C(O6)COC7C(C(C(C(O7)CO)O)O)O)O)O)O)O)C)C)C
c1ccc(C2=NC(c3ccccc3)CO2)cc1,14,1,0.35714285714285715,0.6355322961296354,0.6007420654807772,small_heteroaromatic,CCOC1=C(C=CC(=C1)C(C)(C)C)C2COC(=N2)C3=C(C=CC=C3F)F
O=c1[nH]c2ccc(S(=O)CCN3CCC(Cc4ccccc4)CC3)cc2o1,14,1,0.6428571428571429,0.5719670663986888,0.8004483836037772,small_heteroaromatic,C1CN(CCC1CC2=CC=C(C=C2)F)CCS(=O)C3=CC4=C(C=C3)NC(=O)O4
C=C1Cc2ccc3[nH]c4c5c3c2C2[C@@H](CO[C@H]5[C@@H]3CCC5C(CC[C@@H]6OCC[C@H]7O[C@@]567)C43)C[C@H]12,13,1,0.0,0.3100975385079017,0.9653164102480962,glycoside_or_sugar_rich,CC(=C)[C@@H]1[C@@H]([C@@H]2[C@@]3(O2)[C@@H](O1)CC[C@]4([C@]3(CC[C@@H]5[C@@]4(C6=C7[C@H]5OC([C@H]8C[C@H]9[C@@]8(C1=C7C(=CC(=C1CC9=C)Cl)N6)O)(C)C)C)O)C)O
O=C(/C=C/c1ccccc1)Nc1ccc(C(=O)NCC(=O)Nc2ccc(C(=O)Nc3ccc(C(=O)Nc4ccccc4)cc3)cc2)cc1,13,8,0.0,0.6989152339788584,0.7967104545006385,large_peptide_like,C/C(=C\C1=CC=C(C=C1)OC(=O)N)/C(=O)NC2=CC=C(C=C2)C(=O)NC(C(C(=O)N)OC)C(=O)NC3=CC=C(C=C3)C(=O)NC4=C(C(=C(C=C4)C(=O)NC5=C(C(=C(C=C5)C(=O)O)O)OC)O)OC
O=C1CCCCOC(=O)CNC(=O)CNC(=O)CN1,13,1,0.0,0.1637664884328842,0.15732453648860634,glycoside_or_sugar_rich,CCCCCCCCCC1C(C(C(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)O1)CO)C(C)O)C(C)C)C)O)C
O=C1CNC(=O)CNC(=O)CNC(=O)CNC(=O)[C@@H](Cc2ccccc2)NC(=O)CNC(=O)CNC(=O)CN1,13,6,0.0,0.7219219482862033,0.9237477779388428,cyclic_peptide_like,CC[C@H](C)[C@H]1C(=O)N[C@@H](C(=O)N[C@@H](C(=O)N[C@@H](C(=O)N[C@@H](C(=O)N[C@@H](C(=O)N[C@H](C(=O)N[C@@H](C(=O)N1)C)[C@@H](C)CC)CC(C)C)CC2=CC=CC=C2)C(C)CC)CCCCN)[C@H](C)CC
O=c1cc(Oc2ccccc2)c2cncnc2[nH]1,13,1,0.0,0.5197474612639501,0.493143223799192,aromatic_rich_polycycle,CC(C)(CNC1=NC=C2C(=CC(=O)N(C2=N1)C)OC3=C(C=C(C=C3)F)F)O
c1ccc(-c2nc(-c3ccccc3)c(-c3ccncc3)[nH]2)cc1,13,5,0.15384615384615385,0.42304374048343074,0.5517235306593088,aromatic_rich_polycycle,C1=CC(=CC=C1C2=NC(=C(N2)C3=CC=NC=C3)C4=CC=C(C=C4)F)O
c1ccc(CCNCCc2cscn2)cc1,13,1,0.5384615384615384,0.7116799228466474,0.7143412805520571,small_heteroaromatic,CC(CC1=CC=C(C=C1)OCC(=O)O)NCC(C2=CSC(=N2)C(F)(F)F)O
C=C1c2ccccc2C=C2C(=O)C3C=CC(=O)C[C@@H]3C[C@H]12,13,2,0.6153846153846154,0.8702788398816035,0.7133665635035589,other_midsize,CN(C)[C@H]1[C@@H]2[C@H]([C@@H]3C(=C)C4=C(C(=CC=C4)O)C(=C3C(=O)[C@@]2(C(=C(C1=O)C(=O)N)O)O)O)O
O=C(/C=C/c1ccccc1)O[C@H]1CC[C@H](OCCc2ccccc2)O[C@@H]1CO[C@H]1CCCCO1,12,1,0.0,0.5811317414045334,0.6313228458166122,glycoside_or_sugar_rich,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)OC[C@@H]2[C@H]([C@@H]([C@H]([C@@H](O2)OCCC3=CC(=C(C=C3)O)O)O)O)OC(=O)/C=C/C4=CC(=C(C=C4)O)O)O)O)O
O=C(CC(CC(=O)OCc1ccc(OC2CCCCO2)cc1)C(=O)OCc1ccc(OC2CCCCO2)cc1)OCc1ccc(OC2CCCCO2)cc1,12,1,0.0,0.3023822456598282,0.27417670190334315,glycoside_or_sugar_rich,C1=CC(=CC=C1COC(=O)CC(CC(=O)OCC2=CC=C(C=C2)OC3C(C(C(C(O3)CO)O)O)O)(C(=O)OCC4=CC=C(C=C4)OC5C(C(C(C(O5)CO)O)O)O)O)OC6C(C(C(C(O6)CO)O)O)O
O=C(CN1CCNCC1)Nc1ccc(N=C(c2ccccc2)c2c[nH]c3ccccc23)cc1,12,1,0.0,0.23538013547658912,0.2636644579470157,aromatic_rich_polycycle,CN1CCN(CC1)CC(=O)N(C)C2=CC=C(C=C2)N=C(C3=CC=CC=C3)C4=C(NC5=C4C=CC(=C5)C(=O)OC)O
O=C(NCc1ccc[nH]c1=O)c1cc(C#CCN2CCOCC2)cc(NC2CCCCC2)c1,12,1,0.0,0.5319275831182798,0.8878771662712097,polycyclic_aliphatic_like,CCN(C1CCC(CC1)N(C)CCOC)C2=CC(=CC(=C2C)C(=O)NCC3=C(C=C(NC3=O)C)C)C#CCN4CCOCC4
O=C(OC1CC2C=COC(OC3CCCCO3)C2C1)C1=COC(OC2CCCCO2)CC1,12,1,0.0,0.6246287487447262,0.6986457854509354,glycoside_or_sugar_rich,CC1C(CC2C1C(OC=C2C(=O)OC)OC3C(C(C(C(O3)CO)O)O)O)OC(=O)C4=COC(C(C4CCO)C=C)OC5C(C(C(C(O5)CO)O)O)O
O=C(OCN1C(=O)CNC1=O)C1CC1,12,1,0.0,0.23883883903423941,0.260136059174935,other_midsize,CC(=CC1C(C1(C)C)C(=O)OCN2C(=O)CN(C2=O)CC#C)C
O=C1CC=Cc2ccncc21,12,2,0.0,0.19053286189834273,0.2248452727993329,small_heteroaromatic,CCC(C)/C=C(\C)/C=C/C1=CC2=C(C=N1)C(=O)C(C(=C2Cl)O)(C)OC(=O)C
O=C1OC(c2ccc(Oc3ccccc3)cc2)C(=O)N1Nc1ccccc1,12,1,0.0,0.23314381142457322,0.23574859648942945,aromatic_rich_polycycle,CC1(C(=O)N(C(=O)O1)NC2=CC=CC=C2)C3=CC=C(C=C3)OC4=CC=CC=C4
O=c1[nH]c2c(-c3ccccc3)cccc2cc1C(c1ccccc1)c1cc2ccccc2n(-c2ccccc2)c1=O,12,3,0.0,0.5529459565877914,0.5817951858043671,aromatic_rich_polycycle,CCC1=CC=C(C=C1)C(C2=C(C3=C(C(=CC=C3)C4=CC=CC=C4)NC2=O)O)C5=C(C6=CC=CC=C6N(C5=O)C7=CC=CC=C7)O
O=c1ocnn1-c1ccccc1,12,1,0.0,0.24909975876410798,0.2890719870726267,small_heteroaromatic,CC(C)(C)C1=NN(C(=O)O1)C2=C(C=C(C=C2)NC(=O)N(C)C)Cl
c1ccc(C2CCN(CCC(c3ccccc3)c3ccccc3)CC2)cc1,12,1,0.0,0.21761291474103925,0.28525212407112116,aromatic_rich_polycycle,CCOC(=O)C1(CCN(CC1)CCC(C#N)(C2=CC=CC=C2)C3=CC=CC=C3)C4=CC=CC=C4
c1ccc(Oc2nccc(-c3[nH]cnc3-c3ccccc3)n2)cc1,12,1,0.0,0.30732238789399463,0.3578069632252057,aromatic_rich_polycycle,C1=CC=C(C=C1)OC2=NC=CC(=N2)C3=C(N=CN3C(CO)CO)C4=CC=C(C=C4)F
c1ccc2[nH]ccc2c1,12,3,0.0,0.35219734782973927,0.38664209345976513,small_heteroaromatic,CCCCCN=C(N)N/N=C\C1=CNC2=C1C=C(C=C2)OC
c1ncc2nc[nH]c2n1,12,2,0.0,0.6268396054704984,0.8105382968982061,other_midsize,CC(C)(C)C(=O)OCOP(=O)(COCCN1C=NC2=C(N=CN=C21)N)OCOC(=O)C(C)(C)C
O=C(NCc1ccc[nH]c1=O)c1cc(-c2ccc(N3CCNCC3)nc2)cc2[nH]ccc12,12,2,0.08333333333333333,0.6504672939578692,0.8370769396424294,other_midsize,CC1=CC(=C(C(=O)N1)CNC(=O)C2=C3C(=CN(C3=CC(=C2)C4=CN=C(C=C4)N5CCN(CC5)C)C(C)C)C)C
c1cc(-c2ccc3nc[nH]c3c2)nc(Nc2ccc(CN3CCNCC3)cn2)n1,12,3,0.25,0.6170776262879372,0.5361955525974432,other_midsize,CC(C)N1C2=C(C(=CC(=C2)C3=NC(=NC=C3F)NC4=NC=C(C=C4)CN5CCNCC5)F)N=C1CO
c1ccc([C@@H]2CCC3c4ccccc4O[C@]32c2ccccc2)cc1,12,4,0.25,0.683400442202886,0.7466794215142727,aromatic_rich_polycycle,COC1=CC=C(C=C1)[C@]23[C@@H]([C@H]([C@H]([C@]2(C4=C(O3)C=C(C=C4OC)O)O)O)C(=O)OC)C5=CC=CC=C5
O=C(Nc1ccn(Cc2ccccc2)n1)c1ccccc1,12,2,0.3333333333333333,0.5349446895221869,0.4431282691657543,aromatic_rich_polycycle,C1=CC(=C(C(=C1)F)C(=O)NC2=NN(C=C2)CC3=C(C=C(C=C3)O)C(F)(F)F)F
O=C(Nc1ccc(Oc2ccnc3[nH]c(=O)cnc23)cc1)Nc1ccnn1-c1ccccc1,12,2,0.4166666666666667,0.6113812426726023,0.6648968333999316,aromatic_rich_polycycle,CC(C)(C)C1=NN(C(=C1)NC(=O)NC2=C(C=C(C=C2)OC3=C4C(=NC=C3)NC(=O)C=N4)F)C5=CC=CC=C5
O=C(Nc1cnccn1)[C@H](CC1CCCC1)c1ccccc1,12,1,0.5833333333333334,0.7886091868082682,0.85821832716465,small_heteroaromatic,CS(=O)(=O)C1=C(C=C(C=C1)[C@@H](CC2CCCC2)C(=O)NC3=NC=CN=C3)Cl
O=C1C=CCC(C2CCCSC2)C1,12,1,0.5833333333333334,0.8768242870767912,0.8004087756077448,other_midsize,CCC/C(=N/OCC)/C1=C(CC(CC1=O)C2CCCSC2)O
O=S(=O)(NC1CCOCC1)c1ccc(Oc2ccccc2)cc1,12,1,0.5833333333333334,0.8631536414225897,0.8747700750827789,small_heteroaromatic,C1COCCC1(C(=O)NO)NS(=O)(=O)C2=CC=C(C=C2)OC3=CC=C(C=C3)F
C1CCC(OC2CCCO2)OC1,11,2,0.0,0.44488701901652594,0.5681024586612528,glycoside_or_sugar_rich,CCCCCCCCCC(=O)OC1C(C(C(OC1OC2(C(C(C(O2)CO)O)OC(=O)CC(C)C)CO)CO)OC(=O)C(C)C)OC(=O)C(C)C
O=C(CNC(=O)c1ccc2ccccc2n1)N[C@H](CCN1CC[C@@H]2CCCC[C@@H]2C1)Cc1ccccc1,11,1,0.0,0.6802089837464419,0.8769965226000006,large_peptide_like,CC(C)(C)NC(=O)[C@@H]1C[C@@H]2CCCC[C@@H]2CN1C[C@H]([C@H](CC3=CC=CC=C3)NC(=O)[C@H](CC(=O)N)NC(=O)C4=NC5=CC=CC=C5C=C4)O
O=C(CNc1ccc2c(cc1=O)CCCc1ccccc1-2)N1CCCCC1,11,1,0.0,0.32016665962609375,0.47214394265955145,polycyclic_aliphatic_like,CCC(C)C(C(=O)N1CCC(CC1)NC(=O)OC(C)(C)C)NC2=CC=C3C(=CC2=O)C(CCC4=CC(=C(C(=C43)OC)OC)OC)NC(=O)C
O=C(c1ccc(-c2ccc(-c3nnco3)cc2)cc1)N1CCc2cc3c(cc21)C1(CCNCC1)CO3,11,1,0.0,0.5696865672414954,0.6710497466000643,other_midsize,CCN1CCC2(CC1)COC3=C2C=C4C(=C3)CCN4C(=O)C5=CC=C(C=C5)C6=C(C=C(C=C6)C7=NN=C(O7)C)C
O=C1C2c3[nH]c4ccccc4c3C(c3ccccc3)CN2C(=O)CN1Cc1ccccc1,11,1,0.0,0.229604959487915,0.2321423156694932,aromatic_rich_polycycle,CCC1=CC=C(C=C1)C2CN3C(=O)CN(C(=O)C3(C4=C2C5=CC=CC=C5N4)C)CC6=CC(=C(C(=C6)OC)OC)OC
O=C1CC(=O)C2C1C=CC1C3CCCCC3CCC12,11,1,0.0,0.31473681872541254,0.3749981712211262,polycyclic_aliphatic_like,CC1C(=O)C2(C(=CC3C(C2(C1=O)C(=O)OC)(CCC4C3(CCC(C4(C)C)OC(=O)C)C=O)C)C)C
O=C1CC[C@]2(O1)C1C[C@H]3C[C@H](C(=O)O3)C1[C@H]1O[C@H]12,11,4,0.0,0.1611542850732803,0.18239927156405011,polycyclic_aliphatic_like,CCCCCCCCCCCCCC(=O)O[C@@H](C)[C@H]1C[C@]2([C@H]3[C@H](O3)[C@@]4([C@]2([C@@H]([C@H]5[C@H]([C@@H]4C(=O)O5)C(=C)C)O)C)O)OC1=O
O=C1CNC(=O)CNC(=O)[C@@H](Cc2ccccc2)NC(=O)CNC(=O)CN1,11,4,0.0,0.43935926394029096,0.8113605976104736,cyclic_peptide_like,CC(C)[C@H]1C(=O)N[C@H](C(=O)NCC(=O)N[C@H](C(=O)N[C@@H](C(=O)N1C)CC2=CC=CC=C2)CC(=O)O)CCCN=C(N)N
O=C1c2cc3c(cc2OC24C5COC2CC(C5)CC14)OCC=C3,11,2,0.0,0.23736384646459055,0.29221610860391095,glycoside_or_sugar_rich,CC(=CCCC1(C=CC2=C(C3=C(C(=C2O1)CC=C(C)C)OC45C(C3=O)CC6CC4C(OC5(C6O)C/C=C(/C)\C(=O)O)(C)C)O)C)C
O=[PH](OCC1CCC(n2cnc3cncnc32)O1)O[PH](=O)OCC1CCC([n+]2ccccc2)O1,11,1,0.0,0.8138909665021029,0.8362550735473633,glycoside_or_sugar_rich,C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)([O-])OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O)C(=O)N
O=c1[nH]c(=S)n(-c2ccccc2)cc1C(c1cccc(C[NH+]2CC3CC(C2)c2cccc(=O)n2C3)c1)c1cn(-c2ccccc2)c(=S)[nH]c1=O,11,1,0.0,0.4577624276280403,0.5676304589618336,aromatic_rich_polycycle,COC1=C(C=C(C=C1)C(C2=C(N(C(=S)NC2=O)C3=CC=CC=C3)O)C4=C(N(C(=S)NC4=O)C5=CC=CC=C5)[O-])C[NH+]6CC7CC(C6)C8=CC=CC(=O)N8C7
c1ccc(-c2ccccc2)cc1,11,2,0.0,0.5715517943555658,0.6764411194757982,small_heteroaromatic,CC1=C(C=C(C(=C1C2=C(C(=CC(=C2C)O)C(C)C)O)O)C(C)C)O
N=C(C(=O)N[C@H]1CNC1=O)c1cscn1,11,1,0.09090909090909091,0.6855720606717196,0.9429210153493014,small_heteroaromatic,C[C@@H]1[C@@H](C(=O)N1S(=O)(=O)O)NC(=O)/C(=N/OC(C)(C)C(=O)O)/C2=CSC(=N2)N
O=[PH](COCCn1cnc2cncnc21)Oc1ccccc1,11,1,0.18181818181818182,0.707216888666153,0.8496234958822076,other_midsize,C[C@H](CN1C=NC2=C(N=CN=C21)N)OC[P@@](=O)(N[C@@H](C)C(=O)OC(C)C)OC3=CC=CC=C3
C(=N/N=C\c1ccccc1)N/N=C\c1ccccc1,11,1,0.6363636363636364,0.6187801997769963,0.7336139787327159,small_heteroaromatic,C1=CC(=CC=C1/C=N\NC(=N/N=C\C2=CC=C(C=C2)Cl)N)Cl
O=C(c1ccccc1)N1CCC(CCN2C3CCC2CC(n2cnc4ccccc42)C3)(c2ccccc2)CC1,11,1,0.7272727272727273,0.9141325354576111,0.8491586663506248,other_midsize,CC1=NC2=CC=CC=C2N1C3CC4CCC(C3)N4CCC5(CCN(CC5)C(=O)C6=CC(=C(C=C6Cl)F)S(=O)(=O)NC)C7=CC(=CC=C7)F
C=C1NC(=O)CCCNC(=O)C[C@H](/C=C/C=C/CCCc2ccccc2)NC(=O)CNC(=O)CCNC1=O,10,1,0.0,0.3631452113389969,0.7704826235771179,cyclic_peptide_like,C/C=C\1/C(=O)N[C@H]([C@@H](C(=O)N[C@H](C(=O)N[C@H]([C@@H](C(=O)N[C@H](CCC(=O)N1C)C(=O)O)C)/C=C/C(=C/[C@H](C)[C@H](CC2=CC=CC=C2)OC)/C)CCCN=C(N)N)C)C(=O)O
O=C(N[C@H](CCNS(=O)(=O)c1ccccc1)Cc1ccccc1)O[C@H]1CCOC1,10,2,0.0,0.6609884023666381,0.7422825813293458,other_midsize,CC(C)CN(C[C@H]([C@H](CC1=CC=CC=C1)NC(=O)O[C@H]2CCOC2)O)S(=O)(=O)C3=CC=C(C=C3)N
O=C(OC1CC2C3CCCCC3=CCC2C2CCCC12)c1ccccc1,10,1,0.0,0.247350825369358,0.3657371804118156,glycoside_or_sugar_rich,CC(=O)C1(CCC2(C1(C(CC3C2(CC=C4C3(CCC(C4)O)C)O)OC(=O)C5=CC=C(C=C5)O)C)O)O
O=C(Oc1ccc2c(c1)O[C@@H](c1ccccc1)CC2)c1ccccc1,10,1,0.0,0.6440678238868713,0.7167629778385163,aromatic_rich_polycycle,C1[C@H]([C@@H](OC2=CC(=CC(=C21)O)OC(=O)C3=CC(=C(C(=C3)O)O)O)C4=CC(=C(C=C4)O)O)O
O=C1/C=C\CC/C=C\[C@H]2[C@@H]3OC3C[C@H]3[C@H](Cc4c[nH]c5ccccc45)NC(=O)[C@@]23C(=O)CCC1=O,10,1,0.0,0.36472383439540856,0.6938840985298157,other_macrocycle,C[C@H]/1C/C=C\[C@H]2[C@H]3[C@](O3)([C@H]([C@@H]4[C@@]2(C(=O)CCC(=O)C(=O)/C(=C1)/C)C(=O)N[C@H]4CC5=CNC6=CC=CC=C65)C)C
O=C1C=C(C2=CC(=O)c3cc4occc(=O)c4cc3C2=O)C(=O)c2cc3c(=O)ccoc3cc21,10,1,0.0,0.48315039873123167,0.6693102061748505,aromatic_rich_polycycle,CC1=CC(=O)C2=C(O1)C=C3C(=C2O)C(=O)C(=C(C3=O)OC)C4=C(C(=O)C5=CC6=C(C(=O)C=C(O6)C)C(=C5C4=O)O)OC
O=C1C=C2C3=COC=CC3=CC(=O)C2O1,10,1,0.0,0.27920477837324137,0.5850317716598511,other_midsize,CC[C@H](C)/C=C/C1=CC2=C(C(=O)[C@@]3(C(=C(C(=O)O3)C(=O)[C@@H](C)[C@@H](C)O)C2=CO1)C)Cl
O=C1C=C2C=COCC2C(=O)C1,10,2,0.0,0.2039720386266708,0.2888708233833313,other_midsize,CCC(C)/C=C(\C)/C=C/C1=CC2=C(C(=O)C(C(=O)C2(C(O1)OC)O)(C)OC(=O)C)Cl
O=C1C=CC2CCCC[C@H]2C1CC[C@@H]1C(=O)C=CC2CCCC[C@H]21,10,1,0.0,0.18046643584966654,0.23786489069461822,glycoside_or_sugar_rich,C[C@@]12CC[C@H](C[C@H]1[C@@H](C(=O)C=C2)CCC3([C@@H]4C[C@@H](CC[C@]4(C=CC3=O)C)C(=C)C(=O)O)O)C(=C)C(=O)O
O=C1CC2CC3Cc4ccccc4C=C3C(=O)C2C=C1C(=O)NCN1CCCC1,10,1,0.0,0.363875025510788,0.4433638215065002,glycoside_or_sugar_rich,CC1(C2CC3C(C(=O)C(=C(C3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)NCN5CCCC5)N(C)C)O
